uid,walletx2,max_priv_intermediary,max_priv_gov,max_priv_public,banklike,ir_studyr,male,topcoder,expectpricedown,open_source_browser,am_privacy_peers,am_privacy_int,am_privacy_gov,trust_gov,trust_startup,trust_retailer,es_pub,es_int,es_gov,rpgpextra,sb_cashing_out_btc_05,rmatrix,fw_notracePEERS,fw_notraceISP,fw_notraceGOV,wallet_order,first_wallet,rblockchain1,relectrum1,rcoinbase1,rcircle1,rblockchain2,relectrum2,rcoinbase2,rcircle2,rblockchain3,relectrum3,rcoinbase3,rcircle3,rblockchain4,relectrum4,rcoinbase4,rcircle4,best_priv_public_n1st,best_priv_int_n1st,best_priv_gov_n1st
1669,Electrum,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,4,5,5,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
1670,Electrum,1,1,0,0,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,2,3,5,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1671,Blockchain,1,0,0,0,3,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,5,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
1672,Blockchain,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,5,2,3,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
1673,Electrum,1,1,0,0,3,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,5,3,2,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1674,Coinbase,0,0,1,1,2,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,5,3,4,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1675,Blockchain,1,0,0,0,3,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,3,2,4,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
1676,Blockchain,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,4,2,5,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1677,Blockchain,1,0,0,0,4,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,2,1,1,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1678,Blockchain,1,0,0,0,3,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,5,3,3,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1679,Coinbase,0,0,1,1,4,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,4,4,2,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1680,Coinbase,0,0,1,1,3,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,5,4,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1681,Blockchain,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,5,2,5,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1682,Circle,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,3,2,3,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1683,Blockchain,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,2,4,5,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1684,Coinbase,0,0,1,1,3,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,4,1,1,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1685,Coinbase,0,0,1,1,4,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,3,3,4,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1686,Blockchain,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,1,5,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1687,Electrum,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,3,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1688,Coinbase,0,0,1,1,4,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,4,3,2,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1689,Coinbase,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,2,5,2,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1690,Circle,0,0,1,1,4,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,5,4,3,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1691,Circle,0,0,1,1,3,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3,3,4,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1692,Coinbase,0,0,1,1,4,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,2,4,1,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
1693,Electrum,1,1,0,0,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,1,2,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1694,Coinbase,0,0,1,1,2,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,4,2,1,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1695,Electrum,1,1,0,0,4,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,5,3,2,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1696,Blockchain,1,0,0,0,4,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,3,3,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1697,Electrum,1,1,0,0,4,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,3,1,3,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1698,Blockchain,1,0,0,0,4,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,5,3,1,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1699,Circle,0,0,1,1,2,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,2,1,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1700,Coinbase,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,4,4,5,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
1701,Circle,0,0,1,1,4,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,2,5,5,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
1702,Electrum,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,4,5,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
1703,Circle,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,5,2,2,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1704,Blockchain,1,0,0,0,3,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,3,1,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1705,Circle,0,0,1,1,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,2,1,4,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1706,Electrum,1,1,0,0,2,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,4,5,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1707,Coinbase,0,0,1,1,3,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,2,4,2,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1708,Blockchain,1,0,0,0,3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,2,3,5,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1709,Electrum,1,1,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,2,4,5,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1710,Coinbase,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,2,3,3,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1711,Circle,0,0,1,1,2,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,5,4,2,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1712,Blockchain,1,0,0,0,4,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,3,4,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1713,Circle,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,4,4,3,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1714,Circle,0,0,1,1,2,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,5,1,5,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1715,Coinbase,0,0,1,1,2,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,3,5,3,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1716,Coinbase,0,0,1,1,3,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,3,4,3,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1717,Electrum,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,4,4,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1718,Coinbase,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,4,1,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1719,Coinbase,0,0,1,1,3,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,4,4,1,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1720,Coinbase,0,0,1,1,3,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,2,4,3,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1721,Electrum,1,1,0,0,2,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,4,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1722,Coinbase,0,0,1,1,4,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,4,5,2,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1723,Blockchain,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,5,3,4,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1724,Electrum,1,1,0,0,2,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,4,2,4,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1725,Electrum,1,1,0,0,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,2,3,2,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1726,Coinbase,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,5,5,2,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1727,Blockchain,1,0,0,0,2,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,4,3,3,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
1728,Coinbase,0,0,1,1,4,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,3,1,2,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1729,Circle,0,0,1,1,4,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,2,5,3,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
1730,Blockchain,1,0,0,0,2,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,2,4,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1731,Coinbase,0,0,1,1,4,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,4,1,3,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
1732,Blockchain,1,0,0,0,4,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,3,4,2,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1733,Circle,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,3,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1734,Blockchain,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,2,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1735,Coinbase,0,0,1,1,3,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,4,4,5,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1736,Coinbase,0,0,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,3,1,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1737,Circle,0,0,1,1,2,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,5,3,5,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1738,Coinbase,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,2,4,2,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1739,Coinbase,0,0,1,1,4,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,4,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1740,Blockchain,1,0,0,0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,5,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1741,Electrum,1,1,0,0,4,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,4,5,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1742,Circle,0,0,1,1,3,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
1743,Circle,0,0,1,1,2,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,5,1,1,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
1744,Coinbase,0,0,1,1,2,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,4,5,3,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
1745,Electrum,1,1,0,0,2,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,3,1,2,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1746,Coinbase,0,0,1,1,3,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,2,4,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1747,Electrum,1,1,0,0,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,5,3,5,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1748,Electrum,1,1,0,0,3,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,2,4,3,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
1749,Electrum,1,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,3,5,3,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1750,Circle,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,4,4,3,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
1751,Electrum,1,1,0,0,4,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,3,2,1,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1752,Coinbase,0,0,1,1,3,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,2,2,5,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1753,Electrum,1,1,0,0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,2,4,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1754,Electrum,1,1,0,0,3,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,2,4,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1755,Electrum,1,1,0,0,4,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,4,1,5,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1756,Circle,0,0,1,1,4,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,2,2,3,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1757,Blockchain,1,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,4,5,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1758,Circle,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,3,1,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
1759,Coinbase,0,0,1,1,3,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,4,5,4,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
1760,Circle,0,0,1,1,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,3,1,3,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1761,Blockchain,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,5,1,3,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
1762,Electrum,1,1,0,0,4,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,4,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1763,Electrum,1,1,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,4,3,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1764,Coinbase,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,2,1,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1765,Electrum,1,1,0,0,3,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,2,5,1,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1766,Coinbase,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,2,2,1,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1767,Coinbase,0,0,1,1,3,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,3,5,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1768,Coinbase,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,2,1,5,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1769,Blockchain,1,0,0,0,4,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,5,1,5,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1770,Coinbase,0,0,1,1,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,2,5,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1771,Electrum,1,1,0,0,3,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,2,4,2,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
1772,Blockchain,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,2,1,3,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1773,Electrum,1,1,0,0,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,4,2,2,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1774,Electrum,1,1,0,0,4,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,2,1,1,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
